Depth,Vp,Vs,Density,Qkappa,Qmu,nNodes
0.0,1.0,0.5,2.6,57823.0,536.8421052631579,6.0
40.0,5.5,3.2,2.8,1000.0,2000.0,6.0
40.0,7.7,4.4,3.3,57823.0,232.2,6.0
1407.1,7.5,3.2,3.4,1000.0,2000.0,6.0
1407.1,4.1,0.0,5.1,55730.58148148148,14.68888888888889,6.0
1497.1,4.1,0.0,5.1,1000.0,2000.0,6.0
1497.1,4.3,2.3,8.0,1327.7000000000003,84.6,6.0
1737.1,4.3,2.3,8.0,1327.7000000000003,84.6,6.0
